Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
2023/06/08 5:13:33 pm gmt+5:30,22,female,once a month,beauty and personal care;clothing and fashion;others,sometimes,multiple times a day,keyword,multiple pages,1,maybe,sometimes,found a better price elsewhere,sometimes,yes,moderately,yes,1,sometimes,2,1,competitive prices,product quality and accuracy
2023/06/08 5:14:30 pm gmt+5:30,17,prefer not to say,once a month,clothing and fashion;others,sometimes,few times a month,categories,first page,3,no,often,changed my mind or no longer need the item,often,no,moderately,sometimes,4,sometimes,4,4,wide product selection,customer service responsiveness
2023/06/08 5:15:27 pm gmt+5:30,34,male,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,multiple times a day,keyword,multiple pages,1,yes,often,changed my mind or no longer need the item,often,yes,heavily,sometimes,1,yes,1,1,competitive prices,customer service responsiveness
2023/06/08 5:16:17 pm gmt+5:30,30,prefer not to say,few times a month,beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,few times a month,others,first page,4,maybe,sometimes,high shipping costs,often,no,moderately,sometimes,2,sometimes,4,3,user-friendly website/app interface,reducing packaging waste
2023/06/08 5:17:10 pm gmt+5:30,31,others,once a month,home and kitchen,sometimes,few times a week,filter,first page,3,no,often,changed my mind or no longer need the item,sometimes,yes,occasionally,sometimes,4,no,2,2,wide product selection,reducing packaging waste
2023/06/08 5:19:23 pm gmt+5:30,31,female,few times a month,clothing and fashion;home and kitchen,sometimes,few times a week,categories,multiple pages,3,no,sometimes,changed my mind or no longer need the item,often,no,moderately,no,2,no,2,2,competitive prices,shipping speed and reliability
2023/06/08 5:19:41 pm gmt+5:30,34,prefer not to say,multiple times a week,beauty and personal care,yes,multiple times a day,keyword,multiple pages,1,yes,always,high shipping costs,always,yes,heavily,yes,5,yes,5,5,wide product selection,product quality and accuracy
2023/06/08 5:19:56 pm gmt+5:30,26,female,once a month,clothing and fashion,no,few times a week,categories,multiple pages,1,yes,always,high shipping costs,often,yes,moderately,yes,1,yes,1,3,user-friendly website/app interface,product quality and accuracy
2023/06/08 5:20:43 pm gmt+5:30,26,male,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,multiple times a day,keyword,multiple pages,1,maybe,sometimes,found a better price elsewhere,sometimes,yes,heavily,yes,1,sometimes,1,1,product recommendations,customer service responsiveness
2023/06/08 5:20:57 pm gmt+5:30,24,prefer not to say,less than once a month,clothing and fashion;others,sometimes,rarely,others,first page,4,maybe,rarely,changed my mind or no longer need the item,rarely,no,rarely,no,4,sometimes,4,4,product recommendations,customer service responsiveness
2023/06/08 5:22:08 pm gmt+5:30,26,female,once a month,beauty and personal care;clothing and fashion;home and kitchen;others,no,few times a week,categories,multiple pages,3,maybe,rarely,changed my mind or no longer need the item,rarely,no,rarely,sometimes,4,no,4,3,competitive prices,customer service responsiveness
2023/06/08 5:23:05 pm gmt+5:30,29,male,less than once a month,groceries and gourmet food;beauty and personal care;home and kitchen,sometimes,few times a week,keyword,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,rarely,no,moderately,sometimes,3,sometimes,2,1,product recommendations,reducing packaging waste
2023/06/08 5:23:08 pm gmt+5:30,37,prefer not to say,few times a month,beauty and personal care;clothing and fashion,yes,multiple times a day,filter,first page,2,yes,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,3,no,3,2,user-friendly website/app interface,product quality and accuracy
2023/06/08 5:24:42 pm gmt+5:30,34,others,few times a month,clothing and fashion,sometimes,few times a week,filter,first page,3,maybe,often,changed my mind or no longer need the item,often,no,moderately,yes,3,no,3,3,user-friendly website/app interface,customer service responsiveness
2023/06/08 5:25:27 pm gmt+5:30,31,female,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,few times a week,keyword,multiple pages,1,maybe,often,found a better price elsewhere,often,no,heavily,yes,2,sometimes,3,1,competitive prices,customer service responsiveness
2023/06/08 5:25:40 pm gmt+5:30,27,male,multiple times a week,beauty and personal care;clothing and fashion,no,few times a month,categories,first page,3,yes,always,changed my mind or no longer need the item,often,no,moderately,yes,2,yes,2,2,product recommendations,customer service responsiveness
2023/06/08 5:27:22 pm gmt+5:30,23,male,once a month,clothing and fashion;home and kitchen;others,sometimes,few times a month,categories,first page,3,no,sometimes,found a better price elsewhere,sometimes,no,occasionally,no,2,yes,1,2,wide product selection,product quality and accuracy
2023/06/08 5:28:09 pm gmt+5:30,21,prefer not to say,once a month,beauty and personal care;home and kitchen;others,sometimes,few times a month,categories,first page,3,maybe,always,found a better price elsewhere,often,yes,heavily,yes,2,no,2,2,wide product selection,customer service responsiveness
2023/06/08 5:28:47 pm gmt+5:30,53,male,less than once a month,groceries and gourmet food;home and kitchen,yes,few times a week,keyword,multiple pages,2,yes,often,found a better price elsewhere,often,no,moderately,sometimes,1,sometimes,2,1,wide product selection,customer service responsiveness
2023/06/08 5:29:01 pm gmt+5:30,26,prefer not to say,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;others,no,few times a week,keyword,multiple pages,2,maybe,often,changed my mind or no longer need the item,often,yes,occasionally,yes,3,sometimes,2,2,competitive prices,shipping speed and reliability
2023/06/08 5:30:12 pm gmt+5:30,28,prefer not to say,few times a month,beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times a month,categories,first page,3,no,sometimes,changed my mind or no longer need the item,often,no,moderately,sometimes,2,yes,2,2,competitive prices,customer service responsiveness
2023/06/08 5:30:34 pm gmt+5:30,47,female,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,multiple times a day,keyword,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,occasionally,sometimes,2,sometimes,3,2,competitive prices,customer service responsiveness
2023/06/08 5:31:03 pm gmt+5:30,37,prefer not to say,once a week,clothing and fashion;home and kitchen;others,yes,multiple times a day,keyword,multiple pages,1,yes,always,found a better price elsewhere,often,yes,heavily,yes,2,no,2,2,competitive prices,product quality and accuracy
2023/06/08 5:32:09 pm gmt+5:30,37,prefer not to say,once a week,groceries and gourmet food;beauty and personal care;others,sometimes,few times a week,filter,multiple pages,1,no,often,found a better price elsewhere,often,yes,heavily,no,3,no,1,1,product recommendations,shipping speed and reliability
2023/06/08 5:32:12 pm gmt+5:30,39,male,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,few times a week,keyword,multiple pages,3,maybe,sometimes,found a better price elsewhere,often,yes,rarely,sometimes,5,sometimes,3,2,competitive prices,shipping speed and reliability
2023/06/08 5:33:01 pm gmt+5:30,40,prefer not to say,few times a month,groceries and gourmet food;clothing and fashion,no,few times a month,categories,first page,3,no,often,found a better price elsewhere,sometimes,no,moderately,sometimes,2,no,2,3,wide product selection,customer service responsiveness
2023/06/08 5:33:12 pm gmt+5:30,23,female,few times a month,groceries and gourmet food;beauty and personal care,sometimes,few times a month,keyword,multiple pages,1,yes,often,found a better price elsewhere,never,yes,moderately,yes,2,no,2,1,user-friendly website/app interface,shipping speed and reliability
2023/06/08 5:34:27 pm gmt+5:30,25,prefer not to say,few times a month,clothing and fashion;home and kitchen;others,no,few times a week,keyword,multiple pages,2,maybe,often,found a better price elsewhere,sometimes,yes,moderately,yes,2,no,2,2,product recommendations,product quality and accuracy
2023/06/08 5:35:01 pm gmt+5:30,34,female,multiple times a week,beauty and personal care;clothing and fashion,yes,multiple times a day,keyword,multiple pages,5,yes,always,changed my mind or no longer need the item,always,yes,rarely,sometimes,5,sometimes,4,1,competitive prices,customer service responsiveness
2023/06/08 5:35:25 pm gmt+5:30,26,female,few times a month,groceries and gourmet food;clothing and fashion;home and kitchen;others,no,few times a week,keyword,multiple pages,2,yes,often,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,2,sometimes,2,2,competitive prices,shipping speed and reliability
2023/06/08 5:36:14 pm gmt+5:30,31,prefer not to say,once a week,clothing and fashion;home and kitchen;others,no,multiple times a day,keyword,first page,3,maybe,sometimes,changed my mind or no longer need the item,rarely,yes,moderately,no,4,no,2,3,product recommendations,customer service responsiveness
2023/06/08 5:37:13 pm gmt+5:30,26,female,few times a month,clothing and fashion;home and kitchen,sometimes,rarely,categories,multiple pages,4,no,rarely,found a better price elsewhere,sometimes,no,occasionally,sometimes,4,no,2,2,wide product selection,product quality and accuracy
2023/06/08 5:37:58 pm gmt+5:30,34,female,few times a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,few times a month,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,often,yes,occasionally,no,2,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/08 5:38:01 pm gmt+5:30,18,female,few times a month,beauty and personal care;clothing and fashion,yes,multiple times a day,keyword,multiple pages,3,maybe,often,found a better price elsewhere,sometimes,no,occasionally,sometimes,3,sometimes,3,1,wide product selection,customer service responsiveness
2023/06/08 5:38:57 pm gmt+5:30,40,male,few times a month,groceries and gourmet food;beauty and personal care;clothing and fashion,sometimes,few times a month,others,multiple pages,3,no,often,high shipping costs,often,no,moderately,sometimes,2,yes,2,2,product recommendations,customer service responsiveness
2023/06/08 5:39:54 pm gmt+5:30,42,female,few times a month,clothing and fashion;home and kitchen;others,no,few times a week,keyword,first page,3,maybe,often,changed my mind or no longer need the item,rarely,no,occasionally,no,3,sometimes,4,2,product recommendations,customer service responsiveness
2023/06/08 5:39:57 pm gmt+5:30,35,prefer not to say,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,multiple times a day,keyword,multiple pages,1,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,moderately,sometimes,1,sometimes,2,1,competitive prices,customer service responsiveness
2023/06/08 5:40:49 pm gmt+5:30,37,male,once a month,clothing and fashion;home and kitchen;others,no,few times a week,filter,first page,3,yes,often,found a better price elsewhere,sometimes,no,occasionally,no,2,sometimes,2,2,wide product selection,customer service responsiveness
2023/06/08 5:41:46 pm gmt+5:30,46,male,less than once a month,home and kitchen;others,sometimes,rarely,others,first page,4,maybe,never,others,rarely,no,rarely,sometimes,4,sometimes,4,4,product recommendations,product quality and accuracy
2023/06/08 5:42:23 pm gmt+5:30,24,prefer not to say,few times a month,beauty and personal care;clothing and fashion,sometimes,few times a week,keyword,multiple pages,5,maybe,often,found a better price elsewhere,sometimes,no,rarely,sometimes,5,sometimes,4,2,competitive prices,i don't have any problem with amazon
2023/06/08 5:42:27 pm gmt+5:30,35,prefer not to say,once a month,groceries and gourmet food;beauty and personal care,no,few times a week,filter,multiple pages,3,no,sometimes,found a better price elsewhere,often,yes,moderately,no,2,no,3,2,competitive prices,product quality and accuracy
2023/06/08 5:43:45 pm gmt+5:30,46,female,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times a week,filter,first page,2,maybe,sometimes,found a better price elsewhere,often,no,moderately,sometimes,2,no,2,2,competitive prices,shipping speed and reliability
2023/06/08 5:44:57 pm gmt+5:30,32,others,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,multiple times a day,keyword,multiple pages,2,maybe,sometimes,found a better price elsewhere,sometimes,no,moderately,sometimes,2,sometimes,2,1,product recommendations,customer service responsiveness
